26382,23968,NaN
64640,57337,NaN
6738,6060,NaN
14991,13593,NaN
2404,2162.9,NaN
55253,50262,NaN
26518,23787,NaN
22123,19763,NaN
18268,16553,NaN
6131.4,5553.7,NaN
